away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Trevor Williams,Washington Nationals,Partly Cloudy,2023-07-14,7,5,1,0,1,717407,Miles Mikolas,St. Louis Cardinals,91,Busch Stadium,"8 mph, In From RF"
Sandy Alcantara,Miami Marlins,Partly Cloudy,2023-07-14,2,5,0,0,0,717417,Dean Kremer,Baltimore Orioles,81,Oriole Park at Camden Yards,"6 mph, Out To LF"
Ryne Nelson,Arizona Diamondbacks,Cloudy,2023-07-14,2,7,0,0,0,717420,José Berríos,Toronto Blue Jays,73,Rogers Centre,"9 mph, R To L"
Julio Urías,Los Angeles Dodgers,Cloudy,2023-07-14,6,0,0,0,0,717413,Justin Verlander,New York Mets,82,Citi Field,"9 mph, Out To LF"
Corbin Burnes,Milwaukee Brewers,Partly Cloudy,2023-07-14,1,0,0,0,0,717412,Graham Ashcraft,Cincinnati Reds,91,Great American Ball Park,"8 mph, Varies"
Michael Kopech,Chicago White Sox,Partly Cloudy,2023-07-14,0,9,1,0,4,717414,Charlie Morton,Atlanta Braves,86,Truist Park,"3 mph, Calm"
Brayan Bello,Boston Red Sox,Cloudy,2023-07-14,8,3,0,0,0,717419,Kyle Hendricks,Chicago Cubs,86,Wrigley Field,"7 mph, Out To RF"
Aaron Civale,Cleveland Guardians,Roof Closed,2023-07-14,4,12,0,0,0,717415,Jon Gray,Texas Rangers,74,Globe Life Field,"0 mph, None"
Carlos Rodón,New York Yankees,Partly Cloudy,2023-07-14,2,7,1,2,0,717410,Austin Gomber,Colorado Rockies,82,Coors Field,"8 mph, R To L"
J.P. France,Houston Astros,Clear,2023-07-14,7,5,0,0,0,717405,Shohei Ohtani,Los Angeles Angels,85,Angel Stadium,"8 mph, Out To CF"
Kenta Maeda,Minnesota Twins,Clear,2023-07-14,5,4,1,2,0,717409,Ken Waldichuk,Oakland Athletics,71,Oakland Coliseum,"12 mph, Out To RF"
Eduardo Rodriguez,Detroit Tigers,Clear,2023-07-14,5,4,1,2,0,717406,Luis Castillo,Seattle Mariners,80,T-Mobile Park,"5 mph, L To R"
Blake Snell,San Diego Padres,Sunny,2023-07-15,4,6,0,0,0,717408,Ranger Suárez,Philadelphia Phillies,90,Citizens Bank Park,"6 mph, Out To CF"
Ryan Weathers,San Diego Padres,Partly Cloudy,2023-07-15,4,9,1,1,0,717397,Taijuan Walker,Philadelphia Phillies,86,Citizens Bank Park,"11 mph, Out To CF"
Tyler Glasnow,Tampa Bay Rays,Sunny,2023-07-15,6,1,0,0,0,717411,Alec Marsh,Kansas City Royals,86,Kauffman Stadium,"8 mph, L To R"
Shawn Armstrong,Tampa Bay Rays,Partly Cloudy,2023-07-15,4,2,0,0,0,717393,Cole Ragans,Kansas City Royals,88,Kauffman Stadium,"9 mph, L To R"
Trevor Williams,Washington Nationals,Partly Cloudy,2023-07-14,7,5,1,0,1,717407,Miles Mikolas,St. Louis Cardinals,91,Busch Stadium,"8 mph, In From RF"
James Paxton,Boston Red Sox,Partly Cloudy,2023-07-15,4,10,0,0,0,717403,Marcus Stroman,Chicago Cubs,83,Wrigley Field,"8 mph, Out To RF"
Zac Gallen,Arizona Diamondbacks,Roof Closed,2023-07-15,2,5,0,0,0,717404,Chris Bassitt,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Gavin Williams,Cleveland Guardians,Roof Closed,2023-07-15,0,2,1,0,1,717402,Andrew Heaney,Texas Rangers,74,Globe Life Field,"0 mph, None"
Alex Cobb,San Francisco Giants,Overcast,2023-07-15,3,1,0,0,0,717398,Johan Oviedo,Pittsburgh Pirates,86,PNC Park,"7 mph, Out To LF"
Braxton Garrett,Miami Marlins,Cloudy,2023-07-15,5,6,0,0,0,717401,Kyle Gibson,Baltimore Orioles,90,Oriole Park at Camden Yards,"9 mph, Out To LF"
Pablo López,Minnesota Twins,Sunny,2023-07-15,10,7,1,2,0,717399,Austin Pruitt,Oakland Athletics,80,Oakland Coliseum,"10 mph, Out To RF"
Freddy Peralta,Milwaukee Brewers,Cloudy,2023-07-15,3,0,1,1,0,717392,Andrew Abbott,Cincinnati Reds,75,Great American Ball Park,"8 mph, R To L"
Tony Gonsolin,Los Angeles Dodgers,Drizzle,2023-07-15,5,1,0,0,0,717400,Kodai Senga,New York Mets,79,Citi Field,"3 mph, Out To LF"
Jake Irvin,Washington Nationals,Partly Cloudy,2023-07-15,6,9,0,0,0,717396,Steven Matz,St. Louis Cardinals,77,Busch Stadium,"8 mph, Out To RF"
Lance Lynn,Chicago White Sox,Partly Cloudy,2023-07-15,6,5,0,0,0,717395,Spencer Strider,Atlanta Braves,86,Truist Park,"16 mph, R To L"
Clarke Schmidt,New York Yankees,Partly Cloudy,2023-07-15,6,3,1,1,1,717394,Connor Seabold,Colorado Rockies,85,Coors Field,"7 mph, In From CF"
Framber Valdez,Houston Astros,Clear,2023-07-15,12,13,0,0,0,717389,Reid Detmers,Los Angeles Angels,77,Angel Stadium,"9 mph, Out To RF"
Michael Lorenzen,Detroit Tigers,Clear,2023-07-15,6,0,0,0,0,717390,George Kirby,Seattle Mariners,84,T-Mobile Park,"1 mph, L To R"
Alex Wood,San Francisco Giants,Partly Cloudy,2023-07-16,8,4,0,0,0,717388,Osvaldo Bido,Pittsburgh Pirates,79,PNC Park,"9 mph, Out To LF"
Seth Lugo,San Diego Padres,Cloudy,2023-07-16,6,7,1,1,0,717387,Zack Wheeler,Philadelphia Phillies,77,Citizens Bank Park,"3 mph, Calm"
Dylan Cease,Chicago White Sox,Partly Cloudy,2023-07-16,8,1,0,0,0,717391,Kolby Allard,Atlanta Braves,88,Truist Park,"9 mph, R To L"
Steven Okert,Miami Marlins,Cloudy,2023-07-16,4,5,1,0,3,717384,Kyle Bradish,Baltimore Orioles,81,Oriole Park at Camden Yards,"2 mph, Out To RF"
Tommy Henry,Arizona Diamondbacks,Partly Cloudy,2023-07-16,5,7,1,1,0,717386,Yusei Kikuchi,Toronto Blue Jays,73,Rogers Centre,"7 mph, Out To LF"
Adrian Houser,Milwaukee Brewers,Overcast,2023-07-16,4,3,0,0,0,717383,Ben Lively,Cincinnati Reds,83,Great American Ball Park,"10 mph, Varies"
Zach Eflin,Tampa Bay Rays,Partly Cloudy,2023-07-16,4,8,1,0,1,717382,Brady Singer,Kansas City Royals,70,Kauffman Stadium,"5 mph, R To L"
Josiah Gray,Washington Nationals,Sunny,2023-07-16,4,8,0,0,0,717380,Jack Flaherty,St. Louis Cardinals,89,Busch Stadium,"8 mph, Out To RF"
Kutter Crawford,Boston Red Sox,Partly Cloudy,2023-07-16,11,5,1,1,0,717376,Justin Steele,Chicago Cubs,81,Wrigley Field,"4 mph, L To R"
Tanner Bibee,Cleveland Guardians,Roof Closed,2023-07-16,5,6,1,1,1,717377,Martín Pérez,Texas Rangers,74,Globe Life Field,"0 mph, None"
Gerrit Cole,New York Yankees,Sunny,2023-07-16,7,8,0,0,0,717378,Chase Anderson,Colorado Rockies,86,Coors Field,"5 mph, In From CF"
Joe Ryan,Minnesota Twins,Partly Cloudy,2023-07-16,5,4,0,0,0,717379,JP Sears,Oakland Athletics,79,Oakland Coliseum,"8 mph, Varies"
Reese Olson,Detroit Tigers,Sunny,2023-07-16,0,2,1,0,1,717373,Bryce Miller,Seattle Mariners,76,T-Mobile Park,"5 mph, L To R"
Bobby Miller,Los Angeles Dodgers,Cloudy,2023-07-16,1,2,0,0,0,717385,Max Scherzer,New York Mets,79,Citi Field,"7 mph, Out To LF"
Cristian Javier,Houston Astros,Sunny,2023-07-16,9,8,1,1,0,717381,Tyler Anderson,Los Angeles Angels,83,Angel Stadium,"8 mph, Out To CF"
Emmet Sheehan,Los Angeles Dodgers,Clear,2023-07-17,6,4,1,0,1,717372,Grayson Rodriguez,Baltimore Orioles,89,Oriole Park at Camden Yards,"8 mph, Out To CF"
Xzavion Curry,Cleveland Guardians,Drizzle,2023-07-17,11,0,0,0,0,717371,Quinn Priester,Pittsburgh Pirates,67,PNC Park,"9 mph, R To L"
Logan Webb,San Francisco Giants,Partly Cloudy,2023-07-17,4,2,1,0,1,717375,Brandon Williamson,Cincinnati Reds,85,Great American Ball Park,"10 mph, Out To CF"
Jesús Luzardo,Miami Marlins,Cloudy,2023-07-17,4,6,0,0,0,717374,Miles Mikolas,St. Louis Cardinals,80,Busch Stadium,"7 mph, Out To RF"
MacKenzie Gore,Washington Nationals,Clear,2023-07-17,7,5,1,2,0,717370,Drew Smyly,Chicago Cubs,72,Wrigley Field,"6 mph, In From RF"
Shane McClanahan,Tampa Bay Rays,Roof Closed,2023-07-17,2,3,1,1,0,717367,Dane Dunning,Texas Rangers,74,Globe Life Field,"0 mph, None"
Matt Manning,Detroit Tigers,Partly Cloudy,2023-07-17,3,2,0,0,0,717368,Jordan Lyles,Kansas City Royals,84,Kauffman Stadium,"10 mph, In From RF"
Luis Severino,New York Yankees,Clear,2023-07-17,3,4,0,0,0,717369,Griffin Canning,Los Angeles Angels,79,Angel Stadium,"9 mph, Out To CF"
Brennan Bernardino,Boston Red Sox,Clear,2023-07-17,7,0,1,1,0,717366,Paul Blackburn,Oakland Athletics,67,Oakland Coliseum,"8 mph, Out To RF"
Sonny Gray,Minnesota Twins,Partly Cloudy,2023-07-17,6,7,0,0,0,717365,Logan Gilbert,Seattle Mariners,70,T-Mobile Park,"8 mph, In From LF"
Logan Webb,San Francisco Giants,Partly Cloudy,2023-07-17,4,2,1,0,1,717375,Brandon Williamson,Cincinnati Reds,85,Great American Ball Park,"10 mph, Out To CF"
Julio Teheran,Milwaukee Brewers,Cloudy,2023-07-18,3,4,1,0,1,717363,Aaron Nola,Philadelphia Phillies,89,Citizens Bank Park,"12 mph, L To R"
Michael Grove,Los Angeles Dodgers,Clear,2023-07-18,10,3,0,0,0,717361,Tyler Wells,Baltimore Orioles,87,Oriole Park at Camden Yards,"8 mph, L To R"
Logan Allen,Cleveland Guardians,Partly Cloudy,2023-07-18,10,1,1,5,0,717364,Mitch Keller,Pittsburgh Pirates,80,PNC Park,"8 mph, Out To LF"
Joe Musgrove,San Diego Padres,Partly Cloudy,2023-07-18,9,1,1,2,1,717362,Alek Manoah,Toronto Blue Jays,73,Rogers Centre,"5 mph, Out To LF"
Lucas Giolito,Chicago White Sox,Clear,2023-07-18,10,11,1,0,5,717359,Carlos Carrasco,New York Mets,80,Citi Field,"7 mph, Out To LF"
Zach Davies,Arizona Diamondbacks,Clear,2023-07-18,16,13,1,2,5,717358,Bryce Elder,Atlanta Braves,90,Truist Park,"8 mph, In From RF"
Edward Cabrera,Miami Marlins,Clear,2023-07-18,2,5,0,0,0,717357,Jordan Montgomery,St. Louis Cardinals,81,Busch Stadium,"3 mph, R To L"
Patrick Corbin,Washington Nationals,Clear,2023-07-18,3,17,1,1,0,717353,Jameson Taillon,Chicago Cubs,73,Wrigley Field,"9 mph, In From RF"
Taj Bradley,Tampa Bay Rays,Roof Closed,2023-07-18,3,5,0,0,0,717354,Nathan Eovaldi,Texas Rangers,74,Globe Life Field,"0 mph, None"
Tarik Skubal,Detroit Tigers,Partly Cloudy,2023-07-18,10,11,1,2,0,717356,Daniel Lynch IV,Kansas City Royals,76,Kauffman Stadium,"8 mph, R To L"
Hunter Brown,Houston Astros,Partly Cloudy,2023-07-18,3,4,1,3,3,717355,Jake Bird,Colorado Rockies,88,Coors Field,"9 mph, Out To LF"
Domingo Germán,New York Yankees,Clear,2023-07-18,1,5,1,0,2,717352,Patrick Sandoval,Los Angeles Angels,82,Angel Stadium,"9 mph, R To L"
Joe Jacques,Boston Red Sox,Clear,2023-07-18,0,3,0,0,0,717349,Luis Medina,Oakland Athletics,63,Oakland Coliseum,"15 mph, Out To RF"
Bailey Ober,Minnesota Twins,Clear,2023-07-18,10,3,1,2,3,717350,Bryan Woo,Seattle Mariners,77,T-Mobile Park,"10 mph, L To R"
Anthony DeSclafani,San Francisco Giants,Cloudy,2023-07-18,11,10,1,1,2,717360,Luke Weaver,Cincinnati Reds,78,Great American Ball Park,"7 mph, R To L"
Aaron Civale,Cleveland Guardians,Cloudy,2023-07-19,5,7,0,0,0,717348,Rich Hill,Pittsburgh Pirates,75,PNC Park,"4 mph, Out To LF"
Julio Urías,Los Angeles Dodgers,Partly Cloudy,2023-07-19,5,8,1,2,4,717343,Dean Kremer,Baltimore Orioles,85,Oriole Park at Camden Yards,"3 mph, Out To CF"
Zack Littell,Tampa Bay Rays,Roof Closed,2023-07-19,1,5,0,0,0,717346,Jon Gray,Texas Rangers,74,Globe Life Field,"0 mph, None"
Sandy Alcantara,Miami Marlins,Cloudy,2023-07-19,4,6,1,0,4,717351,Dakota Hudson,St. Louis Cardinals,85,Busch Stadium,"5 mph, R To L"
Brandon Bielak,Houston Astros,Cloudy,2023-07-19,4,1,0,0,0,717345,Austin Gomber,Colorado Rockies,90,Coors Field,"8 mph, In From CF"
Brayan Bello,Boston Red Sox,Sunny,2023-07-19,5,6,1,2,2,717344,Ken Waldichuk,Oakland Athletics,69,Oakland Coliseum,"9 mph, Out To RF"
Colin Rea,Milwaukee Brewers,Cloudy,2023-07-19,5,3,0,0,0,717347,Cristopher Sánchez,Philadelphia Phillies,82,Citizens Bank Park,"3 mph, Out To CF"
Yu Darvish,San Diego Padres,Roof Closed,2023-07-19,2,0,0,0,0,717338,José Berríos,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Carlos Rodón,New York Yankees,Partly Cloudy,2023-07-19,3,7,1,0,2,717339,Chase Silseth,Los Angeles Angels,89,Angel Stadium,"10 mph, Out To CF"
Ross Stripling,San Francisco Giants,Partly Cloudy,2023-07-19,2,3,0,0,0,717342,Graham Ashcraft,Cincinnati Reds,82,Great American Ball Park,"5 mph, R To L"
Touki Toussaint,Chicago White Sox,Partly Cloudy,2023-07-19,1,5,0,0,0,717341,Justin Verlander,New York Mets,79,Citi Field,"4 mph, Out To LF"
Ryne Nelson,Arizona Diamondbacks,Partly Cloudy,2023-07-19,5,3,0,0,0,717340,Charlie Morton,Atlanta Braves,85,Truist Park,"7 mph, Out To LF"
Trevor Williams,Washington Nationals,Partly Cloudy,2023-07-19,3,8,1,0,1,717336,Kyle Hendricks,Chicago Cubs,77,Wrigley Field,"8 mph, R To L"
Eduardo Rodriguez,Detroit Tigers,Overcast,2023-07-19,3,2,0,0,0,717333,Ryan Yarbrough,Kansas City Royals,83,Kauffman Stadium,"8 mph, In From RF"
Kenta Maeda,Minnesota Twins,Clear,2023-07-19,6,3,0,0,0,717335,Luis Castillo,Seattle Mariners,83,T-Mobile Park,"9 mph, L To R"
Zac Gallen,Arizona Diamondbacks,Partly Cloudy,2023-07-20,5,7,0,0,0,717337,Spencer Strider,Atlanta Braves,90,Truist Park,"10 mph, R To L"
Alex Cobb,San Francisco Giants,Cloudy,2023-07-20,1,5,0,0,0,717334,Andrew Abbott,Cincinnati Reds,85,Great American Ball Park,"7 mph, Varies"
Corbin Burnes,Milwaukee Brewers,Partly Cloudy,2023-07-20,4,0,0,0,0,717329,Taijuan Walker,Philadelphia Phillies,84,Citizens Bank Park,"4 mph, Out To LF"
Blake Snell,San Diego Padres,Sunny,2023-07-20,0,4,0,0,0,717331,Chris Bassitt,Toronto Blue Jays,75,Rogers Centre,"8 mph, Out To RF"
Michael Kopech,Chicago White Sox,Sunny,2023-07-20,6,2,1,1,0,717330,Jose Quintana,New York Mets,85,Citi Field,"3 mph, L To R"
Michael Lorenzen,Detroit Tigers,Sunny,2023-07-20,3,0,0,0,0,717332,Zack Greinke,Kansas City Royals,86,Kauffman Stadium,"11 mph, L To R"
Pablo López,Minnesota Twins,Sunny,2023-07-20,0,5,1,0,1,717327,George Kirby,Seattle Mariners,76,T-Mobile Park,"1 mph, Calm"
Kyle Gibson,Baltimore Orioles,Dome,2023-07-20,4,3,0,0,0,717328,Tyler Glasnow,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Steven Matz,St. Louis Cardinals,Partly Cloudy,2023-07-20,7,2,1,1,0,717322,Marcus Stroman,Chicago Cubs,80,Wrigley Field,"13 mph, L To R"
J.P. France,Houston Astros,Clear,2023-07-20,3,1,1,0,1,717323,Hogan Harris,Oakland Athletics,71,Oakland Coliseum,"7 mph, Out To RF"
Jack Flaherty,St. Louis Cardinals,Sunny,2023-07-21,3,4,0,0,0,717325,Justin Steele,Chicago Cubs,74,Wrigley Field,"8 mph, In From LF"
Seth Lugo,San Diego Padres,Partly Cloudy,2023-07-21,5,4,1,3,0,717317,Reese Olson,Detroit Tigers,80,Comerica Park,"8 mph, L To R"
Kyle Bradish,Baltimore Orioles,Dome,2023-07-21,0,3,0,0,0,717320,Zach Eflin,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Peter Lambert,Colorado Rockies,Roof Closed,2023-07-21,6,1,1,2,0,717319,Braxton Garrett,Miami Marlins,72,loanDepot park,"0 mph, None"
Alex Wood,San Francisco Giants,Partly Cloudy,2023-07-21,3,5,1,1,2,717326,Jake Irvin,Washington Nationals,87,Nationals Park,"6 mph, In From LF"
Alec Marsh,Kansas City Royals,Partly Cloudy,2023-07-21,4,5,0,0,0,717318,Clarke Schmidt,New York Yankees,84,Yankee Stadium,"12 mph, Out To RF"
Tommy Henry,Arizona Diamondbacks,Cloudy,2023-07-21,6,9,1,1,1,717321,Ben Lively,Cincinnati Reds,82,Great American Ball Park,"8 mph, Out To CF"
Kodai Senga,New York Mets,Cloudy,2023-07-21,5,4,1,0,1,717324,Kutter Crawford,Boston Red Sox,75,Fenway Park,"2 mph, Out To LF"
Ranger Suárez,Philadelphia Phillies,Clear,2023-07-21,5,6,1,0,2,717315,Gavin Williams,Cleveland Guardians,75,Progressive Field,"1 mph, Out To RF"
Tony Gonsolin,Los Angeles Dodgers,Roof Closed,2023-07-21,11,5,1,0,2,717316,Andrew Heaney,Texas Rangers,74,Globe Life Field,"0 mph, None"
Lance Lynn,Chicago White Sox,Partly Cloudy,2023-07-21,4,9,1,1,5,717314,Joe Ryan,Minnesota Twins,82,Target Field,"7 mph, Out To LF"
Michael Soroka,Atlanta Braves,Clear,2023-07-21,6,4,1,0,2,717313,Freddy Peralta,Milwaukee Brewers,79,American Family Field,"6 mph, L To R"
Johan Oviedo,Pittsburgh Pirates,Partly Cloudy,2023-07-21,5,8,0,0,0,717312,Shohei Ohtani,Los Angeles Angels,79,Angel Stadium,"6 mph, Out To CF"
Framber Valdez,Houston Astros,Clear,2023-07-21,6,4,1,1,0,717310,JP Sears,Oakland Athletics,71,Oakland Coliseum,"11 mph, Out To RF"
Yusei Kikuchi,Toronto Blue Jays,Clear,2023-07-21,2,3,0,0,0,717311,Bryce Miller,Seattle Mariners,79,T-Mobile Park,"5 mph, Calm"
Brady Singer,Kansas City Royals,Sunny,2023-07-22,2,5,1,0,1,717304,Gerrit Cole,New York Yankees,79,Yankee Stadium,"5 mph, L To R"
Chase Anderson,Colorado Rockies,Roof Closed,2023-07-22,4,3,0,0,0,717306,Johnny Cueto,Miami Marlins,72,loanDepot park,"0 mph, None"
Kodai Senga,New York Mets,Cloudy,2023-07-21,5,4,1,0,1,717324,Kutter Crawford,Boston Red Sox,75,Fenway Park,"2 mph, Out To LF"
Miles Mikolas,St. Louis Cardinals,Partly Cloudy,2023-07-22,6,8,1,1,0,717308,Michael Fulmer,Chicago Cubs,82,Wrigley Field,"9 mph, Out To LF"
Bobby Miller,Los Angeles Dodgers,Roof Closed,2023-07-22,16,3,1,0,1,717305,Dane Dunning,Texas Rangers,72,Globe Life Field,"0 mph, None"
Brandon Pfaadt,Arizona Diamondbacks,Partly Cloudy,2023-07-22,2,4,0,0,0,717303,Brandon Williamson,Cincinnati Reds,83,Great American Ball Park,"7 mph, In From LF"
Grayson Rodriguez,Baltimore Orioles,Dome,2023-07-22,6,5,0,0,0,717300,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Kevin Gausman,Toronto Blue Jays,Sunny,2023-07-22,8,9,0,0,0,717301,Logan Gilbert,Seattle Mariners,74,T-Mobile Park,"4 mph, Out To CF"
Jackson Wolf,San Diego Padres,Partly Cloudy,2023-07-22,14,3,0,0,0,717299,Matt Manning,Detroit Tigers,80,Comerica Park,"8 mph, L To R"
Logan Webb,San Francisco Giants,Partly Cloudy,2023-07-22,1,10,0,0,0,717307,Josiah Gray,Washington Nationals,84,Nationals Park,"4 mph, In From CF"
Max Scherzer,New York Mets,Partly Cloudy,2023-07-22,6,8,1,0,1,717309,James Paxton,Boston Red Sox,74,Fenway Park,"1 mph, L To R"
Zack Wheeler,Philadelphia Phillies,Clear,2023-07-22,0,1,0,0,0,717302,Tanner Bibee,Cleveland Guardians,78,Progressive Field,"1 mph, In From RF"
Dylan Cease,Chicago White Sox,Cloudy,2023-07-22,2,3,0,0,0,717293,Sonny Gray,Minnesota Twins,77,Target Field,"6 mph, Out To CF"
Allan Winans,Atlanta Braves,Roof Closed,2023-07-22,3,4,0,0,0,717296,Adrian Houser,Milwaukee Brewers,78,American Family Field,"0 mph, None"
Cristian Javier,Houston Astros,Partly Cloudy,2023-07-22,1,4,0,0,0,717295,Paul Blackburn,Oakland Athletics,75,Oakland Coliseum,"9 mph, Out To RF"
Ryan Borucki,Pittsburgh Pirates,Partly Cloudy,2023-07-22,3,0,0,0,0,717297,Reid Detmers,Los Angeles Angels,79,Angel Stadium,"9 mph, Out To CF"
Joe Musgrove,San Diego Padres,Sunny,2023-07-23,1,3,1,0,1,717288,Alex Faedo,Detroit Tigers,80,Comerica Park,"3 mph, Out To LF"
Scott Alexander,San Francisco Giants,Partly Cloudy,2023-07-23,1,6,1,0,2,717290,MacKenzie Gore,Washington Nationals,87,Nationals Park,"4 mph, Out To LF"
Jordan Lyles,Kansas City Royals,Sunny,2023-07-23,5,8,1,0,4,717294,Luis Severino,New York Yankees,84,Yankee Stadium,"6 mph, In From CF"
José Ruiz,Arizona Diamondbacks,Partly Cloudy,2023-07-23,3,7,1,0,1,717289,Luke Weaver,Cincinnati Reds,83,Great American Ball Park,"8 mph, R To L"
Tyler Wells,Baltimore Orioles,Dome,2023-07-23,5,3,1,1,0,717291,Taj Bradley,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Aaron Nola,Philadelphia Phillies,Partly Cloudy,2023-07-23,8,5,1,1,1,717283,Xzavion Curry,Cleveland Guardians,82,Progressive Field,"5 mph, Out To RF"
Ty Blach,Colorado Rockies,Roof Closed,2023-07-23,2,3,0,0,0,717292,Jesús Luzardo,Miami Marlins,72,loanDepot park,"0 mph, None"
Lucas Giolito,Chicago White Sox,Overcast,2023-07-23,4,5,0,0,0,717285,Bailey Ober,Minnesota Twins,82,Target Field,"6 mph, L To R"
Bryce Elder,Atlanta Braves,Partly Cloudy,2023-07-23,4,2,0,0,0,717287,Julio Teheran,Milwaukee Brewers,80,American Family Field,"5 mph, In From RF"
Jordan Montgomery,St. Louis Cardinals,Sunny,2023-07-23,2,7,1,0,2,717286,Jameson Taillon,Chicago Cubs,78,Wrigley Field,"3 mph, In From RF"
Emmet Sheehan,Los Angeles Dodgers,Roof Closed,2023-07-23,4,8,1,4,2,717284,Martín Pérez,Texas Rangers,74,Globe Life Field,"0 mph, None"
Hunter Brown,Houston Astros,Partly Cloudy,2023-07-23,3,2,1,0,1,717279,Luis Medina,Oakland Athletics,72,Oakland Coliseum,"11 mph, Out To RF"
Mitch Keller,Pittsburgh Pirates,Overcast,2023-07-23,5,7,1,1,1,717278,Tyler Anderson,Los Angeles Angels,81,Angel Stadium,"5 mph, Out To CF"
Alek Manoah,Toronto Blue Jays,Sunny,2023-07-23,4,3,0,0,0,717281,Bryan Woo,Seattle Mariners,77,T-Mobile Park,"4 mph, Out To RF"
Carlos Carrasco,New York Mets,Clear,2023-07-23,1,6,1,0,1,717298,Brennan Bernardino,Boston Red Sox,75,Fenway Park,"2 mph, Out To RF"
Ross Stripling,San Francisco Giants,Sunny,2023-07-24,1,5,1,0,1,718558,Tarik Skubal,Detroit Tigers,81,Comerica Park,"5 mph, R To L"
Dean Kremer,Baltimore Orioles,Partly Cloudy,2023-07-24,3,2,0,0,0,717280,Cristopher Sánchez,Philadelphia Phillies,85,Citizens Bank Park,"11 mph, Out To CF"
Jake Bird,Colorado Rockies,Partly Cloudy,2023-07-24,10,6,0,0,0,717282,Patrick Corbin,Washington Nationals,85,Nationals Park,"6 mph, Out To CF"
Ryan Yarbrough,Kansas City Royals,Clear,2023-07-24,5,3,0,0,0,717277,Logan Allen,Cleveland Guardians,79,Progressive Field,"5 mph, L To R"
Luis Castillo,Seattle Mariners,Partly Cloudy,2023-07-24,3,4,0,0,0,717275,Kenta Maeda,Minnesota Twins,83,Target Field,"4 mph, Out To LF"
Jon Gray,Texas Rangers,Roof Closed,2023-07-24,9,10,1,2,4,717274,Brandon Bielak,Houston Astros,73,Minute Maid Park,"0 mph, None"
Graham Ashcraft,Cincinnati Reds,Overcast,2023-07-24,2,3,1,0,1,717273,Colin Rea,Milwaukee Brewers,78,American Family Field,"3 mph, L To R"
Quinn Priester,Pittsburgh Pirates,Clear,2023-07-24,8,4,1,0,1,717276,Yu Darvish,San Diego Padres,72,Petco Park,"8 mph, L To R"
Adam Wainwright,St. Louis Cardinals,Roof Closed,2023-07-24,10,6,1,2,1,717268,Ryne Nelson,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
José Berríos,Toronto Blue Jays,Clear,2023-07-24,6,3,1,0,1,717271,Michael Grove,Los Angeles Dodgers,78,Dodger Stadium,"5 mph, L To R"
Griffin Canning,Los Angeles Angels,Overcast,2023-07-25,7,6,1,2,0,717265,Eduardo Rodriguez,Detroit Tigers,85,Comerica Park,"7 mph, R To L"
Kyle Gibson,Baltimore Orioles,Partly Cloudy,2023-07-25,3,4,0,0,0,717267,Taijuan Walker,Philadelphia Phillies,72,Citizens Bank Park,"4 mph, Calm"
Edward Cabrera,Miami Marlins,Dome,2023-07-25,1,4,0,0,0,717270,Tyler Glasnow,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Austin Gomber,Colorado Rockies,Partly Cloudy,2023-07-25,5,6,0,0,0,717269,Trevor Williams,Washington Nationals,82,Nationals Park,"6 mph, Out To RF"
Justin Verlander,New York Mets,Cloudy,2023-07-25,9,3,1,1,0,717266,Domingo Germán,New York Yankees,70,Yankee Stadium,"2 mph, Out To CF"
Zack Greinke,Kansas City Royals,Overcast,2023-07-25,1,5,0,0,0,717260,Aaron Civale,Cleveland Guardians,80,Progressive Field,"0 mph, Calm"
Charlie Morton,Atlanta Braves,Cloudy,2023-07-25,1,7,1,1,2,717261,John Schreiber,Boston Red Sox,69,Fenway Park,"2 mph, Out To LF"
George Kirby,Seattle Mariners,Cloudy,2023-07-25,9,7,1,0,4,717264,Pablo López,Minnesota Twins,90,Target Field,"9 mph, Out To LF"
Yerry Rodríguez,Texas Rangers,Roof Closed,2023-07-25,3,4,0,0,0,717255,J.P. France,Houston Astros,73,Minute Maid Park,"0 mph, None"
Kyle Hendricks,Chicago Cubs,Clear,2023-07-25,7,3,0,0,0,717263,Michael Kopech,Chicago White Sox,86,Guaranteed Rate Field,"9 mph, Varies"
Andrew Abbott,Cincinnati Reds,Clear,2023-07-25,4,3,0,0,0,717262,Corbin Burnes,Milwaukee Brewers,85,American Family Field,"10 mph, L To R"
Rich Hill,Pittsburgh Pirates,Clear,2023-07-25,1,5,0,0,0,717258,Blake Snell,San Diego Padres,75,Petco Park,"6 mph, L To R"
Steven Matz,St. Louis Cardinals,Roof Closed,2023-07-25,1,3,0,0,0,717259,Merrill Kelly,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
