away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Elieser Hernández,Miami Marlins,Partly Cloudy,2022-05-29,3,6,1,1,2,661517,Max Fried,Atlanta Braves,83,Truist Park,"6 mph, L To R"
Triston McKenzie,Cleveland Guardians,Sunny,2022-05-29,1,2,0,0,0,662840,Elvin Rodríguez,Detroit Tigers,77,Comerica Park,"13 mph, In From CF"
Luis Severino,New York Yankees,Dome,2022-05-29,2,4,0,0,0,661910,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Zack Greinke,Kansas City Royals,Partly Cloudy,2022-05-29,3,7,0,0,0,661731,Sonny Gray,Minnesota Twins,83,Target Field,"15 mph, R To L"
Marcus Stroman,Chicago Cubs,Sunny,2022-05-29,4,5,0,0,0,661461,Dylan Cease,Chicago White Sox,81,Guaranteed Rate Field,"17 mph, In From RF"
Corbin Burnes,Milwaukee Brewers,Sunny,2022-05-29,8,0,0,0,0,661990,Miles Mikolas,St. Louis Cardinals,84,Busch Stadium,"14 mph, Out To LF"
Dane Dunning,Texas Rangers,Sunny,2022-05-29,5,6,1,1,0,662374,James Kaprielian,Oakland Athletics,68,Oakland Coliseum,"16 mph, Out To RF"
José Berríos,Toronto Blue Jays,Cloudy,2022-05-29,11,10,1,0,1,663414,Patrick Sandoval,Los Angeles Angels,72,Angel Stadium,"10 mph, Out To CF"
Tyler Anderson,Los Angeles Dodgers,Roof Closed,2022-05-29,3,1,0,0,0,663328,Zach Davies,Arizona Diamondbacks,72,Chase Field,"0 mph, None"
Roansy Contreras,Pittsburgh Pirates,Sunny,2022-05-29,2,4,0,0,0,662279,MacKenzie Gore,San Diego Padres,67,Petco Park,"10 mph, L To R"
Luis Garcia,Houston Astros,Cloudy,2022-05-29,2,1,0,0,0,662130,Marco Gonzales,Seattle Mariners,55,T-Mobile Park,"0 mph, Calm"
Zack Wheeler,Philadelphia Phillies,Clear,2022-05-29,4,5,1,0,3,662555,Chris Bassitt,New York Mets,70,Citi Field,"8 mph, Out To LF"
Ethan Small,Milwaukee Brewers,Partly Cloudy,2022-05-30,7,6,0,0,0,663149,Matt Swarmer,Chicago Cubs,85,Wrigley Field,"19 mph, Out To LF"
Aaron Ashby,Milwaukee Brewers,Partly Cloudy,2022-05-30,3,1,0,0,0,663147,Drew Smyly,Chicago Cubs,78,Wrigley Field,"16 mph, Out To LF"
Dylan Bundy,Minnesota Twins,Sunny,2022-05-30,5,7,0,0,0,662854,Beau Brieske,Detroit Tigers,85,Comerica Park,"12 mph, R To L"
Nick Martinez,San Diego Padres,Partly Cloudy,2022-05-30,3,6,0,0,0,661989,Packy Naughton,St. Louis Cardinals,86,Busch Stadium,"15 mph, R To L"
Logan Webb,San Francisco Giants,Sunny,2022-05-30,5,4,0,0,0,661613,Kyle Gibson,Philadelphia Phillies,89,Citizens Bank Park,"9 mph, Out To CF"
Framber Valdez,Houston Astros,Sunny,2022-05-30,5,1,0,0,0,662373,Paul Blackburn,Oakland Athletics,69,Oakland Coliseum,"14 mph, Varies"
Pablo López,Miami Marlins,Partly Cloudy,2022-05-30,1,7,0,0,0,662992,Ryan Feltner,Colorado Rockies,64,Coors Field,"14 mph, L To R"
Jonathan Heasley,Kansas City Royals,Clear,2022-05-30,3,7,1,0,1,663109,Zach Plesac,Cleveland Guardians,88,Progressive Field,"13 mph, Out To RF"
Tyler Wells,Baltimore Orioles,Clear,2022-05-30,10,0,1,2,0,663298,Rich Hill,Boston Red Sox,86,Fenway Park,"9 mph, Out To RF"
Erick Fedde,Washington Nationals,Clear,2022-05-30,5,13,1,3,2,662545,David Peterson,New York Mets,79,Citi Field,"9 mph, Out To LF"
Drew Rasmussen,Tampa Bay Rays,Roof Closed,2022-05-30,5,9,1,0,2,661900,Glenn Otto Jr.,Texas Rangers,72,Globe Life Field,"0 mph, None"
Spencer Strider,Atlanta Braves,Clear,2022-05-30,2,6,1,1,3,663327,Zac Gallen,Arizona Diamondbacks,93,Chase Field,"1 mph, Calm"
Zach Thompson,Pittsburgh Pirates,Clear,2022-05-30,6,5,0,0,0,662743,Walker Buehler,Los Angeles Dodgers,68,Dodger Stadium,"4 mph, Out To CF"
Devin Smeltzer,Minnesota Twins,Sunny,2022-05-31,8,2,1,2,0,662806,Rony García,Detroit Tigers,87,Comerica Park,"7 mph, In From LF"
Cole Sands,Minnesota Twins,Partly Cloudy,2022-05-31,0,4,1,0,2,662836,Joey Wentz,Detroit Tigers,88,Comerica Park,"11 mph, In From RF"
Daniel Lynch IV,Kansas City Royals,Partly Cloudy,2022-05-31,3,8,1,0,3,663034,Cal Quantrill,Cleveland Guardians,90,Progressive Field,"7 mph, Varies"
Jakob Junis,San Francisco Giants,Clear,2022-05-31,7,4,0,0,0,661618,Ranger Suárez,Philadelphia Phillies,93,Citizens Bank Park,"11 mph, L To R"
George Kirby,Seattle Mariners,Partly Cloudy,2022-05-31,10,0,1,1,0,661075,Bryan Baker,Baltimore Orioles,92,Oriole Park at Camden Yards,"1 mph, R To L"
Noah Syndergaard,Los Angeles Angels,Partly Cloudy,2022-05-31,1,9,1,0,4,661331,Jordan Montgomery,New York Yankees,89,Yankee Stadium,"7 mph, Out To RF"
Lucas Giolito,Chicago White Sox,Clear,2022-05-31,5,6,1,1,0,661797,Kevin Gausman,Toronto Blue Jays,80,Rogers Centre,"13 mph, Out To RF"
Luis Castillo,Cincinnati Reds,Partly Cloudy,2022-05-31,2,1,0,0,0,663297,Michael Wacha,Boston Red Sox,56,Fenway Park,"12 mph, In From RF"
Patrick Corbin,Washington Nationals,Partly Cloudy,2022-05-31,0,10,1,0,2,662544,Trevor Williams,New York Mets,89,Citi Field,"6 mph, R To L"
Blake Snell,San Diego Padres,Overcast,2022-05-31,2,3,0,0,0,661977,Adam Wainwright,St. Louis Cardinals,88,Busch Stadium,"11 mph, Out To CF"
Ryan Yarbrough,Tampa Bay Rays,Roof Closed,2022-05-31,0,3,0,0,0,661884,Martín Pérez,Texas Rangers,72,Globe Life Field,"0 mph, None"
Eric Lauer,Milwaukee Brewers,Clear,2022-05-31,7,8,1,0,1,663154,Justin Steele,Chicago Cubs,85,Wrigley Field,"13 mph, Out To CF"
Cristian Javier,Houston Astros,Partly Cloudy,2022-05-31,3,1,0,0,0,662367,Frankie Montas,Oakland Athletics,70,Oakland Coliseum,"13 mph, Out To RF"
Charlie Morton,Atlanta Braves,Clear,2022-05-31,7,8,1,0,2,663329,Humberto Castellanos,Arizona Diamondbacks,95,Chase Field,"11 mph, L To R"
Mitch Keller,Pittsburgh Pirates,Clear,2022-05-31,5,3,1,2,0,662735,Julio Urías,Los Angeles Dodgers,85,Dodger Stadium,"5 mph, Varies"
Brad Keller,Kansas City Royals,Partly Cloudy,2022-06-01,0,4,0,0,0,663031,Konnor Pilkington,Cleveland Guardians,81,Progressive Field,"9 mph, L To R"
Evan Lee,Washington Nationals,Partly Cloudy,2022-06-01,0,5,0,0,0,662457,Carlos Carrasco,New York Mets,72,Citi Field,"9 mph, R To L"
Yu Darvish,San Diego Padres,Overcast,2022-06-01,2,5,1,1,0,661982,Dakota Hudson,St. Louis Cardinals,74,Busch Stadium,"4 mph, Out To CF"
Edward Cabrera,Miami Marlins,Overcast,2022-06-01,14,1,0,0,0,662981,Antonio Senzatela,Colorado Rockies,52,Coors Field,"5 mph, R To L"
Trevor Rogers,Miami Marlins,Cloudy,2022-06-01,12,13,0,0,0,662991,Germán Márquez,Colorado Rockies,57,Coors Field,"6 mph, In From CF"
Justin Verlander,Houston Astros,Sunny,2022-06-01,5,4,0,0,0,662366,Cole Irvin,Oakland Athletics,70,Oakland Coliseum,"8 mph, Out To RF"
Kyle Wright,Atlanta Braves,Roof Closed,2022-06-01,6,0,1,1,0,663326,Madison Bumgarner,Arizona Diamondbacks,95,Chase Field,"0 mph, None"
Carlos Rodón,San Francisco Giants,Partly Cloudy,2022-06-01,5,6,0,0,0,661612,Aaron Nola,Philadelphia Phillies,83,Citizens Bank Park,"4 mph, Out To LF"
Robbie Ray,Seattle Mariners,Partly Cloudy,2022-06-01,2,9,0,0,0,661343,Kyle Bradish,Baltimore Orioles,91,Oriole Park at Camden Yards,"8 mph, Out To RF"
Michael Kopech,Chicago White Sox,Cloudy,2022-06-01,3,7,1,1,1,661764,Hyun Jin Ryu,Toronto Blue Jays,68,Rogers Centre,"8 mph, In From CF"
Hunter Greene,Cincinnati Reds,Cloudy,2022-06-01,1,7,0,0,0,663296,Garrett Whitlock,Boston Red Sox,56,Fenway Park,"8 mph, In From CF"
Bailey Ober,Minnesota Twins,Cloudy,2022-06-01,0,5,1,0,1,662833,Tarik Skubal,Detroit Tigers,72,Comerica Park,"7 mph, In From RF"
Jeffrey Springs,Tampa Bay Rays,Roof Closed,2022-06-01,4,3,0,0,0,661963,Jon Gray,Texas Rangers,72,Globe Life Field,"0 mph, None"
Jason Alexander,Milwaukee Brewers,Partly Cloudy,2022-06-01,3,4,1,0,2,663184,Kyle Hendricks,Chicago Cubs,59,Wrigley Field,"7 mph, R To L"
Jose Quintana,Pittsburgh Pirates,Clear,2022-06-01,8,4,1,1,0,662721,Mitch White,Los Angeles Dodgers,76,Dodger Stadium,"7 mph, L To R"
Shohei Ohtani,Los Angeles Angels,Partly Cloudy,2022-06-02,1,6,1,0,2,661330,Nestor Cortes,New York Yankees,76,Yankee Stadium,"4 mph, R To L"
Reid Detmers,Los Angeles Angels,Overcast,2022-06-02,1,2,0,0,0,661329,Jameson Taillon,New York Yankees,71,Yankee Stadium,"6 mph, In From LF"
Chris Archer,Minnesota Twins,Overcast,2022-06-02,2,3,1,0,1,662832,Alex Faedo,Detroit Tigers,64,Comerica Park,"5 mph, Out To CF"
Corey Kluber,Tampa Bay Rays,Roof Closed,2022-06-02,3,1,0,0,0,661934,Taylor Hearn,Texas Rangers,72,Globe Life Field,"0 mph, None"
Johnny Cueto,Chicago White Sox,Roof Closed,2022-06-02,3,8,0,0,0,661762,Alek Manoah,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Joan Adon,Washington Nationals,Clear,2022-06-02,1,8,1,0,3,663091,Graham Ashcraft,Cincinnati Reds,73,Great American Ball Park,"7 mph, Out To CF"
Alex Wood,San Francisco Giants,Roof Closed,2022-06-02,0,3,0,0,0,661397,Sandy Alcantara,Miami Marlins,72,loanDepot park,"0 mph, None"
Chris Flexen,Seattle Mariners,Partly Cloudy,2022-06-02,7,6,1,0,2,661247,Jordan Lyles,Baltimore Orioles,75,Oriole Park at Camden Yards,"2 mph, R To L"
Sean Manaea,San Diego Padres,Clear,2022-06-02,4,5,0,0,0,661340,Adrian Houser,Milwaukee Brewers,75,American Family Field,"5 mph, L To R"
Matthew Liberatore,St. Louis Cardinals,Clear,2022-06-02,5,7,1,0,2,663139,Keegan Thompson,Chicago Cubs,71,Wrigley Field,"7 mph, R To L"
Ian Anderson,Atlanta Braves,Partly Cloudy,2022-06-02,13,6,1,0,1,663000,Austin Gomber,Colorado Rockies,70,Coors Field,"8 mph, Out To CF"
Taijuan Walker,New York Mets,Cloudy,2022-06-02,0,2,0,0,0,662693,Tony Gonsolin,Los Angeles Dodgers,68,Dodger Stadium,"6 mph, L To R"
Miles Mikolas,St. Louis Cardinals,Sunny,2022-06-03,14,5,1,0,3,663153,Marcus Stroman,Chicago Cubs,85,Wrigley Field,"13 mph, L To R"
Josiah Gray,Washington Nationals,Clear,2022-06-03,8,5,1,0,2,663119,Mike Minor,Cincinnati Reds,84,Great American Ball Park,"6 mph, Out To CF"
John Brebbia,San Francisco Giants,Dome,2022-06-03,15,6,1,1,0,661396,Richard Bleier,Miami Marlins,71,loanDepot park,"0 mph, None"
Shane Bieber,Cleveland Guardians,Clear,2022-06-03,6,3,1,2,0,661058,Bruce Zimmermann,Baltimore Orioles,79,Oriole Park at Camden Yards,"11 mph, In From LF"
Merrill Kelly,Arizona Diamondbacks,Clear,2022-06-03,8,6,1,0,1,662452,JT Brubaker,Pittsburgh Pirates,76,PNC Park,"9 mph, Calm"
Chase Silseth,Los Angeles Angels,Partly Cloudy,2022-06-03,0,10,1,0,1,661642,Zach Eflin,Philadelphia Phillies,78,Citizens Bank Park,"12 mph, In From LF"
Elvin Rodríguez,Detroit Tigers,Partly Cloudy,2022-06-03,0,13,0,0,0,661318,Gerrit Cole,New York Yankees,73,Yankee Stadium,"7 mph, R To L"
Chi Chi González,Minnesota Twins,Cloudy,2022-06-03,9,3,1,2,2,661761,Yusei Kikuchi,Toronto Blue Jays,65,Rogers Centre,"9 mph, Out To RF"
Davis Martin,Chicago White Sox,Dome,2022-06-03,3,6,1,0,4,661897,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Logan Gilbert,Seattle Mariners,Roof Closed,2022-06-03,4,3,0,0,0,661913,Dane Dunning,Texas Rangers,72,Globe Life Field,"0 mph, None"
José Urquidy,Houston Astros,Clear,2022-06-03,10,3,0,0,0,662692,Brady Singer,Kansas City Royals,79,Kauffman Stadium,"8 mph, R To L"
Joe Musgrove,San Diego Padres,Clear,2022-06-03,7,0,1,1,0,661334,Corbin Burnes,Milwaukee Brewers,74,American Family Field,"5 mph, In From RF"
Max Fried,Atlanta Braves,Partly Cloudy,2022-06-03,3,1,0,0,0,662980,Chad Kuhl,Colorado Rockies,71,Coors Field,"7 mph, In From LF"
Nathan Eovaldi,Boston Red Sox,Cloudy,2022-06-03,7,2,0,0,0,662365,James Kaprielian,Oakland Athletics,61,Oakland Coliseum,"14 mph, Out To RF"
Chris Bassitt,New York Mets,Cloudy,2022-06-03,1,6,0,0,0,662720,Tyler Anderson,Los Angeles Dodgers,64,Dodger Stadium,"7 mph, L To R"
Beau Brieske,Detroit Tigers,Sunny,2022-06-04,0,3,1,0,1,661278,Luis Severino,New York Yankees,78,Yankee Stadium,"7 mph, Out To CF"
Johan Oviedo,St. Louis Cardinals,Cloudy,2022-06-04,1,6,0,0,0,663179,Matt Swarmer,Chicago Cubs,66,Wrigley Field,"8 mph, In From LF"
Andre Pallante,St. Louis Cardinals,Cloudy,2022-06-04,7,4,1,0,1,663152,Caleb Kilian,Chicago Cubs,64,Wrigley Field,"6 mph, In From CF"
Dylan Bundy,Minnesota Twins,Sunny,2022-06-04,3,12,1,2,1,661749,José Berríos,Toronto Blue Jays,67,Rogers Centre,"13 mph, In From LF"
Triston McKenzie,Cleveland Guardians,Sunny,2022-06-04,4,5,1,1,1,661346,Tyler Wells,Baltimore Orioles,85,Oriole Park at Camden Yards,"5 mph, Out To RF"
Zach Davies,Arizona Diamondbacks,Sunny,2022-06-04,1,2,0,0,0,662451,Roansy Contreras,Pittsburgh Pirates,74,PNC Park,"10 mph, Out To CF"
Marco Gonzales,Seattle Mariners,Roof Closed,2022-06-04,2,3,0,0,0,661936,Glenn Otto Jr.,Texas Rangers,72,Globe Life Field,"0 mph, None"
Nick Pivetta,Boston Red Sox,Overcast,2022-06-04,8,0,0,0,0,662364,Paul Blackburn,Oakland Athletics,68,Oakland Coliseum,"5 mph, Out To RF"
Luis Garcia,Houston Astros,Cloudy,2022-06-04,0,6,0,0,0,662689,Kris Bubic,Kansas City Royals,71,Kauffman Stadium,"8 mph, R To L"
Erick Fedde,Washington Nationals,Partly Cloudy,2022-06-04,10,8,1,0,2,663102,Tyler Mahle,Cincinnati Reds,83,Great American Ball Park,"3 mph, Varies"
Dylan Cease,Chicago White Sox,Dome,2022-06-04,3,2,0,0,0,661896,Drew Rasmussen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Logan Webb,San Francisco Giants,Roof Closed,2022-06-04,4,5,0,0,0,661395,Pablo López,Miami Marlins,72,loanDepot park,"0 mph, None"
MacKenzie Gore,San Diego Padres,Roof Closed,2022-06-04,4,0,0,0,0,661214,Aaron Ashby,Milwaukee Brewers,66,American Family Field,"0 mph, None"
Michael Lorenzen,Los Angeles Angels,Clear,2022-06-04,2,7,1,0,5,661615,Zack Wheeler,Philadelphia Phillies,82,Citizens Bank Park,"9 mph, Out To RF"
Spencer Strider,Atlanta Braves,Cloudy,2022-06-04,6,2,0,0,0,662987,Kyle Freeland,Colorado Rockies,74,Coors Field,"14 mph, R To L"
David Peterson,New York Mets,Partly Cloudy,2022-06-04,9,4,1,1,0,662687,Walker Buehler,Los Angeles Dodgers,65,Dodger Stadium,"7 mph, L To R"
Rony García,Detroit Tigers,Partly Cloudy,2022-06-05,4,5,0,0,0,661277,Jordan Montgomery,New York Yankees,70,Yankee Stadium,"4 mph, Out To RF"
Zach Plesac,Cleveland Guardians,Sunny,2022-06-05,3,2,1,3,0,661151,Dean Kremer,Baltimore Orioles,75,Oriole Park at Camden Yards,"7 mph, In From RF"
Zac Gallen,Arizona Diamondbacks,Partly Cloudy,2022-06-05,0,3,0,0,0,662450,Zach Thompson,Pittsburgh Pirates,76,PNC Park,"3 mph, In From LF"
Patrick Sandoval,Los Angeles Angels,Sunny,2022-06-05,7,9,0,0,0,661633,Kyle Gibson,Philadelphia Phillies,77,Citizens Bank Park,"9 mph, Out To LF"
Devin Smeltzer,Minnesota Twins,Sunny,2022-06-05,8,6,1,3,1,661747,Kevin Gausman,Toronto Blue Jays,70,Rogers Centre,"12 mph, In From RF"
Patrick Corbin,Washington Nationals,Overcast,2022-06-05,5,4,1,2,3,663058,Luis Castillo,Cincinnati Reds,83,Great American Ball Park,"6 mph, In From RF"
Lucas Giolito,Chicago White Sox,Dome,2022-06-05,6,5,1,4,0,661895,Ryan Yarbrough,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Jakob Junis,San Francisco Giants,Dome,2022-06-05,5,1,0,0,0,661394,Braxton Garrett,Miami Marlins,71,loanDepot park,"0 mph, None"
Framber Valdez,Houston Astros,Partly Cloudy,2022-06-05,7,4,0,0,0,662688,Jonathan Heasley,Kansas City Royals,75,Kauffman Stadium,"9 mph, R To L"
Mike Clevinger,San Diego Padres,Overcast,2022-06-05,6,4,1,0,1,661241,Eric Lauer,Milwaukee Brewers,61,American Family Field,"5 mph, R To L"
George Kirby,Seattle Mariners,Roof Closed,2022-06-05,6,5,0,0,0,661962,Martín Pérez,Texas Rangers,72,Globe Life Field,"0 mph, None"
Charlie Morton,Atlanta Braves,Partly Cloudy,2022-06-05,8,7,1,3,3,662990,Ryan Feltner,Colorado Rockies,78,Coors Field,"14 mph, R To L"
Rich Hill,Boston Red Sox,Cloudy,2022-06-05,5,2,1,1,1,662363,Frankie Montas,Oakland Athletics,69,Oakland Coliseum,"8 mph, Out To RF"
Trevor Williams,New York Mets,Sunny,2022-06-05,5,4,1,0,2,662612,Julio Urías,Los Angeles Dodgers,74,Dodger Stadium,"6 mph, L To R"
Adam Wainwright,St. Louis Cardinals,Partly Cloudy,2022-06-05,5,3,1,0,1,663138,Justin Steele,Chicago Cubs,68,Wrigley Field,"5 mph, In From CF"
Robbie Ray,Seattle Mariners,Roof Closed,2022-06-06,7,4,1,1,1,662762,Cristian Javier,Houston Astros,73,Minute Maid Park,"0 mph, None"
Ross Stripling,Toronto Blue Jays,Clear,2022-06-06,8,0,0,0,0,662613,Daniel Lynch IV,Kansas City Royals,75,Kauffman Stadium,"5 mph, Varies"
Michael Wacha,Boston Red Sox,Clear,2022-06-06,1,0,0,0,0,663399,Noah Syndergaard,Los Angeles Angels,75,Angel Stadium,"2 mph, Calm"
Carlos Carrasco,New York Mets,Partly Cloudy,2022-06-06,11,5,1,3,0,662278,Blake Snell,San Diego Padres,64,Petco Park,"8 mph, L To R"
Jon Gray,Texas Rangers,Overcast,2022-06-07,3,6,1,1,0,663122,Cal Quantrill,Cleveland Guardians,63,Progressive Field,"9 mph, In From CF"
Taylor Hearn,Texas Rangers,Clear,2022-06-07,6,3,0,0,0,663134,Kirk McCarty,Cleveland Guardians,64,Progressive Field,"6 mph, In From CF"
Tyler Gilbert,Arizona Diamondbacks,Partly Cloudy,2022-06-07,8,14,1,0,4,663064,Graham Ashcraft,Cincinnati Reds,82,Great American Ball Park,"7 mph, Varies"
Joan Adon,Washington Nationals,Roof Closed,2022-06-07,2,12,0,0,0,661169,Edward Cabrera,Miami Marlins,72,loanDepot park,"0 mph, None"
Keegan Thompson,Chicago Cubs,Overcast,2022-06-07,3,9,1,1,2,661170,Kyle Bradish,Baltimore Orioles,71,Oriole Park at Camden Yards,"9 mph, Out To LF"
Tarik Skubal,Detroit Tigers,Cloudy,2022-06-07,5,3,0,0,0,662449,Jose Quintana,Pittsburgh Pirates,76,PNC Park,"11 mph, Calm"
Dakota Hudson,St. Louis Cardinals,Dome,2022-06-07,2,4,0,0,0,661894,Jeffrey Springs,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Cole Irvin,Oakland Athletics,Overcast,2022-06-07,2,3,1,2,1,661516,Kyle Wright,Atlanta Braves,79,Truist Park,"4 mph, L To R"
Jameson Taillon,New York Yankees,Partly Cloudy,2022-06-07,10,4,1,3,1,661693,Cole Sands,Minnesota Twins,69,Target Field,"3 mph, Out To LF"
Chris Flexen,Seattle Mariners,Roof Closed,2022-06-07,1,4,0,0,0,662761,Justin Verlander,Houston Astros,73,Minute Maid Park,"0 mph, None"
Alek Manoah,Toronto Blue Jays,Clear,2022-06-07,7,0,0,0,0,662678,Brad Keller,Kansas City Royals,80,Kauffman Stadium,"7 mph, R To L"
Mitch White,Los Angeles Dodgers,Clear,2022-06-07,0,4,0,0,0,661460,Michael Kopech,Chicago White Sox,63,Guaranteed Rate Field,"6 mph, In From LF"
Ranger Suárez,Philadelphia Phillies,Roof Closed,2022-06-07,3,2,1,0,1,661205,Jason Alexander,Milwaukee Brewers,67,American Family Field,"0 mph, None"
Garrett Whitlock,Boston Red Sox,Clear,2022-06-07,6,5,1,0,2,663391,José Suarez,Los Angeles Angels,73,Angel Stadium,"9 mph, Out To CF"
Taijuan Walker,New York Mets,Partly Cloudy,2022-06-07,0,7,1,0,1,662277,Yu Darvish,San Diego Padres,66,Petco Park,"6 mph, L To R"
Germán Márquez,Colorado Rockies,Partly Cloudy,2022-06-07,5,3,1,1,3,662092,Carlos Rodón,San Francisco Giants,63,Oracle Park,"17 mph, Out To CF"
Alex Faedo,Detroit Tigers,Partly Cloudy,2022-06-08,3,1,0,0,0,662448,Mitch Keller,Pittsburgh Pirates,73,PNC Park,"6 mph, In From CF"
Yusei Kikuchi,Toronto Blue Jays,Partly Cloudy,2022-06-08,4,8,1,0,3,662679,Brady Singer,Kansas City Royals,76,Kauffman Stadium,"13 mph, L To R"
Merrill Kelly,Arizona Diamondbacks,Cloudy,2022-06-08,7,0,0,0,0,663050,Mike Minor,Cincinnati Reds,69,Great American Ball Park,"7 mph, Varies"
Logan Gilbert,Seattle Mariners,Roof Closed,2022-06-08,6,3,1,0,1,662760,José Urquidy,Houston Astros,76,Minute Maid Park,"0 mph, None"
Josiah Gray,Washington Nationals,Roof Closed,2022-06-08,1,2,0,0,0,661150,Sandy Alcantara,Miami Marlins,72,loanDepot park,"0 mph, None"
Packy Naughton,St. Louis Cardinals,Dome,2022-06-08,3,11,1,0,3,661892,Corey Kluber,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Dane Dunning,Texas Rangers,Overcast,2022-06-08,0,4,0,0,0,663055,Shane Bieber,Cleveland Guardians,68,Progressive Field,"16 mph, R To L"
Jared Koenig,Oakland Athletics,Overcast,2022-06-08,2,13,0,0,0,661515,Ian Anderson,Atlanta Braves,81,Truist Park,"4 mph, Out To LF"
Nestor Cortes,New York Yankees,Partly Cloudy,2022-06-08,1,8,0,0,0,661681,Chris Archer,Minnesota Twins,77,Target Field,"15 mph, Out To RF"
Tony Gonsolin,Los Angeles Dodgers,Partly Cloudy,2022-06-08,4,1,1,2,0,661459,Johnny Cueto,Chicago White Sox,60,Guaranteed Rate Field,"6 mph, Calm"
Aaron Nola,Philadelphia Phillies,Roof Closed,2022-06-08,10,0,0,0,0,661188,Adrian Houser,Milwaukee Brewers,72,American Family Field,"0 mph, None"
Nathan Eovaldi,Boston Red Sox,Clear,2022-06-08,1,0,0,0,0,663398,Reid Detmers,Los Angeles Angels,73,Angel Stadium,"10 mph, R To L"
Chris Bassitt,New York Mets,Partly Cloudy,2022-06-08,2,13,1,0,1,662223,Sean Manaea,San Diego Padres,67,Petco Park,"6 mph, In From LF"
Antonio Senzatela,Colorado Rockies,Partly Cloudy,2022-06-08,1,2,0,0,0,662094,Alex Wood,San Francisco Giants,61,Oracle Park,"17 mph, Out To CF"
Zach Davies,Arizona Diamondbacks,Overcast,2022-06-09,5,4,1,0,3,663049,Tyler Mahle,Cincinnati Reds,67,Great American Ball Park,"10 mph, L To R"
Miles Mikolas,St. Louis Cardinals,Dome,2022-06-09,1,2,0,0,0,661891,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Tyler Anderson,Los Angeles Dodgers,Partly Cloudy,2022-06-09,11,9,0,0,0,661458,Dylan Cease,Chicago White Sox,75,Guaranteed Rate Field,"12 mph, L To R"
Zach Eflin,Philadelphia Phillies,Sunny,2022-06-09,8,3,1,0,1,661194,Corbin Burnes,Milwaukee Brewers,75,American Family Field,"14 mph, L To R"
Austin Gomber,Colorado Rockies,Partly Cloudy,2022-06-09,4,2,0,0,0,662091,Logan Webb,San Francisco Giants,75,Oracle Park,"12 mph, Out To CF"
Stephen Strasburg,Washington Nationals,Dome,2022-06-09,4,7,1,0,3,661149,Trevor Rogers,Miami Marlins,72,loanDepot park,"0 mph, None"
James Kaprielian,Oakland Athletics,Clear,2022-06-09,4,8,0,0,0,663015,Konnor Pilkington,Cleveland Guardians,68,Progressive Field,"12 mph, L To R"
JT Brubaker,Pittsburgh Pirates,Partly Cloudy,2022-06-09,1,3,0,0,0,661514,Max Fried,Atlanta Braves,82,Truist Park,"10 mph, R To L"
Gerrit Cole,New York Yankees,Partly Cloudy,2022-06-09,10,7,1,1,3,661697,Dylan Bundy,Minnesota Twins,79,Target Field,"10 mph, Out To CF"
Jordan Lyles,Baltimore Orioles,Partly Cloudy,2022-06-09,5,7,0,0,0,662677,Kris Bubic,Kansas City Royals,77,Kauffman Stadium,"4 mph, R To L"
Nick Pivetta,Boston Red Sox,Partly Cloudy,2022-06-09,2,5,0,0,0,663413,Shohei Ohtani,Los Angeles Angels,73,Angel Stadium,"8 mph, R To L"
Zac Gallen,Arizona Diamondbacks,Partly Cloudy,2022-06-10,5,7,1,0,1,661617,Kyle Gibson,Philadelphia Phillies,79,Citizens Bank Park,"10 mph, Out To RF"
Wade Miley,Chicago Cubs,Partly Cloudy,2022-06-10,1,2,0,0,0,661284,Luis Severino,New York Yankees,76,Yankee Stadium,"8 mph, Out To RF"
Aaron Ashby,Milwaukee Brewers,Cloudy,2022-06-10,5,11,1,0,1,662511,Erick Fedde,Washington Nationals,79,Nationals Park,"4 mph, L To R"
Paul Blackburn,Oakland Athletics,Clear,2022-06-10,2,3,1,1,0,663014,Triston McKenzie,Cleveland Guardians,73,Progressive Field,"3 mph, In From RF"
José Berríos,Toronto Blue Jays,Cloudy,2022-06-10,10,1,1,2,0,662831,Elvin Rodríguez,Detroit Tigers,68,Comerica Park,"6 mph, In From LF"
Roansy Contreras,Pittsburgh Pirates,Partly Cloudy,2022-06-10,2,4,0,0,0,661513,Spencer Strider,Atlanta Braves,82,Truist Park,"8 mph, R To L"
Bruce Zimmermann,Baltimore Orioles,Partly Cloudy,2022-06-10,1,8,1,0,3,662676,Jonathan Heasley,Kansas City Royals,82,Kauffman Stadium,"5 mph, L To R"
Drew Rasmussen,Tampa Bay Rays,Overcast,2022-06-10,4,9,1,0,1,661678,Devin Smeltzer,Minnesota Twins,77,Target Field,"6 mph, Out To CF"
